1603904592.205063,0
1603904592.227231,0
1603904592.241540,0
1603904592.262745,0
1603904592.292742,0
1603904592.307398,0
1603904592.322714,0
1603904592.335387,0
1603904592.348177,0
1603904592.360898,0
1603904592.374145,0
1603904592.387205,0
1603904592.399451,0
1603904592.411833,0
1603904592.423719,0
1603904592.435941,0
1603904592.448374,0
1603904592.460720,0
1603904592.473286,0
1603904592.485879,0
1603904592.498686,1
1603904592.511702,0
1603904592.524790,0
1603904592.540866,0
1603904592.564910,0
1603904592.577674,0
1603904592.591551,0
1603904592.604122,0
1603904592.616649,0
1603904592.642774,0
1603904592.665846,0
1603904592.679283,0
1603904592.692053,0
1603904592.704792,0
1603904592.717965,0
1603904592.744435,0
1603904592.760220,0
1603904592.775117,0
1603904592.788181,0
1603904592.801198,0
1603904592.826743,0
1603904592.842421,0
1603904592.864643,0
1603904592.878210,0
1603904592.891445,0
1603904592.918671,0
1603904592.932022,0
1603904592.954466,0
1603904592.968088,0
1603904592.997673,0
1603904593.010271,0
1603904593.037734,0
1603904593.053881,0
1603904593.070307,0
1603904593.083720,0
1603904593.096588,0
1603904593.109498,0
1603904593.121944,0
1603904593.148207,0
1603904593.177308,0
1603904593.200816,0
1603904593.215797,0
1603904593.230336,0
1603904593.258355,0
1603904593.291737,0
1603904593.304935,0
1603904593.328274,0
1603904593.341083,0
1603904593.355464,0
1603904593.370291,0
1603904593.383667,0
1603904593.402268,0
1603904593.416256,0
1603904593.433592,0
1603904593.446776,0
1603904593.460438,0
1603904593.474050,0
1603904593.500650,0
1603904593.514674,0
1603904593.534183,0
1603904593.547053,0
1603904593.560561,0
1603904593.573325,0
1603904593.595770,0
1603904593.608165,0
1603904593.625140,0
1603904593.649599,0
1603904593.662569,0
1603904593.682085,0
1603904593.695156,0
1603904593.714747,0
1603904593.738391,0
1603904593.757360,0
1603904593.770237,0
1603904593.783462,0
1603904593.796937,0
1603904593.819044,0
1603904593.832047,0
1603904593.844657,0
1603904593.858032,0
1603904593.870781,0
1603904593.895043,0
1603904593.907797,0
1603904593.920822,0
1603904593.933762,0
1603904593.957184,0
1603904593.985862,0
1603904593.998470,0
1603904594.010696,0
1603904594.023305,0
1603904594.043626,0
1603904594.057748,0
1603904594.081532,0
1603904594.094440,0
1603904594.107154,0
1603904594.119823,0
1603904594.132526,0
1603904594.145182,1
1603904594.162555,0
1603904594.184446,8
1603904594.200017,5
1603904594.221367,13
1603904594.233798,13
1603904594.256762,15
1603904594.269341,19
1603904594.286098,20
1603904594.298564,19
1603904594.311199,20
1603904594.323721,19
1603904594.336180,20
1603904594.360656,20
1603904594.385197,19
1603904594.398106,20
1603904594.413550,20
1603904594.426173,19
1603904594.438576,20
1603904594.451582,19
1603904594.466677,19
1603904594.489207,19
1603904594.502165,18
1603904594.515380,17
1603904594.528011,17
1603904594.540390,15
1603904594.552703,15
1603904594.565391,14
1603904594.581234,13
1603904594.594392,12
1603904594.606920,12
1603904594.619102,14
1603904594.631401,17
1603904594.643598,17
1603904594.665630,19
1603904594.689860,19
1603904594.704370,19
1603904594.717267,18
1603904594.737038,18
1603904594.749819,18
1603904594.762100,19
1603904594.784363,18
1603904594.797205,18
1603904594.812813,18
1603904594.826857,19
1603904594.839827,18
1603904594.852639,20
1603904594.865986,20
1603904594.878828,19
1603904594.891385,20
1603904594.905554,19
1603904594.917783,19
1603904594.930287,20
1603904594.944113,19
1603904594.965171,20
1603904594.978612,19
1603904594.992558,19
1603904595.005637,20
1603904595.018409,19
1603904595.033171,19
1603904595.045793,20
1603904595.066647,19
1603904595.091011,19
1603904595.103923,19
1603904595.116588,20
1603904595.128992,19
1603904595.141208,20
1603904595.165097,20
1603904595.177579,19
1603904595.200889,19
1603904595.213864,20
1603904595.226993,19
1603904595.239659,19
1603904595.253118,17
1603904595.275340,16
1603904595.287660,16
1603904595.304296,14
1603904595.318969,14
1603904595.332277,12
1603904595.345522,12
1603904595.360998,11
1603904595.373657,10
1603904595.387661,8
1603904595.420292,9
1603904595.433180,10
1603904595.446251,9
1603904595.470679,9
1603904595.483706,9
1603904595.496117,9
1603904595.509371,9
1603904595.522221,11
1603904595.534828,10
1603904595.547647,10
1603904595.572514,10
1603904595.588094,10
1603904595.600894,10
1603904595.613824,10
1603904595.626166,12
1603904595.638764,11
1603904595.651980,12
1603904595.677269,11
1603904595.698107,12
1603904595.710377,11
1603904595.723401,12
1603904595.736412,11
1603904595.751789,12
1603904595.775196,12
1603904595.801276,13
1603904595.814785,11
1603904595.828423,13
1603904595.841362,12
1603904595.859161,12
1603904595.878214,14
1603904595.906918,13
1603904595.919406,13
1603904595.932364,14
1603904595.946724,13
1603904595.959469,14
1603904595.974296,13
1603904595.994032,13
1603904596.010500,13
1603904596.026270,14
1603904596.042703,14
1603904596.063223,15
1603904596.078388,14
1603904596.099358,14
1603904596.121508,14
1603904596.135225,15
1603904596.149011,14
1603904596.164210,15
1603904596.182188,15
1603904596.198309,16
1603904596.220288,15
1603904596.235083,15
1603904596.249455,16
1603904596.263110,15
1603904596.278163,15
1603904596.290468,15
1603904596.313530,17
1603904596.326315,16
1603904596.338789,17
1603904596.351739,16
1603904596.367585,16
1603904596.381194,16
1603904596.394778,17
1603904596.419272,17
1603904596.431908,16
1603904596.444319,16
1603904596.457533,17
1603904596.476004,16
