1603904035.335899,0
1603904035.356913,0
1603904035.369395,0
1603904035.382132,0
1603904035.414854,0
1603904035.440861,0
1603904035.454536,0
1603904035.488628,0
1603904035.505252,0
1603904035.517523,0
1603904035.530297,0
1603904035.543058,0
1603904035.555993,0
1603904035.579732,0
1603904035.605325,0
1603904035.618779,0
1603904035.631752,0
1603904035.645761,0
1603904035.666759,0
1603904035.682101,0
1603904035.705311,0
1603904035.717858,0
1603904035.734764,0
1603904035.747456,0
1603904035.766095,0
1603904035.784412,0
1603904035.812600,0
1603904035.838527,0
1603904035.863723,0
1603904035.877292,0
1603904035.893655,0
1603904035.914554,0
1603904035.939241,0
1603904035.964483,0
1603904035.978617,0
1603904035.991566,0
1603904036.004308,0
1603904036.025368,0
1603904036.038404,0
1603904036.051452,0
1603904036.066238,0
1603904036.089924,0
1603904036.120765,0
1603904036.133937,0
1603904036.146973,0
1603904036.160517,0
1603904036.181058,0
1603904036.193956,0
1603904036.206656,0
1603904036.228666,0
1603904036.246068,0
1603904036.269408,0
1603904036.293324,0
1603904036.306480,0
1603904036.324232,0
1603904036.341262,0
1603904036.354181,0
1603904036.378482,0
1603904036.405231,0
1603904036.418207,0
1603904036.430710,0
1603904036.443562,0
1603904036.456720,0
1603904036.469544,0
1603904036.491063,0
1603904036.513776,0
1603904036.526217,0
1603904036.538687,0
1603904036.550968,0
1603904036.563194,0
1603904036.587357,0
1603904036.609078,0
1603904036.622252,0
1603904036.634571,0
1603904036.647107,0
1603904036.660144,0
1603904036.673653,0
1603904036.693736,0
1603904036.712257,0
1603904036.725016,0
1603904036.737733,0
1603904036.750011,0
1603904036.762744,0
1603904036.775269,0
1603904036.796613,0
1603904036.809355,0
1603904036.827108,0
1603904036.841686,0
1603904036.854846,0
1603904036.867826,0
1603904036.896439,0
1603904036.921490,0
1603904036.934249,0
1603904036.946765,0
1603904036.959358,0
1603904036.971678,0
1603904036.996351,0
1603904037.017489,0
1603904037.039453,0
1603904037.063272,0
1603904037.089293,0
1603904037.109716,0
1603904037.129616,0
1603904037.142074,0
1603904037.156321,0
1603904037.168734,0
1603904037.181952,0
1603904037.194074,0
1603904037.205997,0
1603904037.229929,0
1603904037.243074,0
1603904037.262316,0
1603904037.288760,0
1603904037.313264,0
1603904037.340000,0
1603904037.365855,1
1603904037.379468,0
1603904037.397803,11
1603904037.411087,7
1603904037.440251,11
1603904037.457641,13
1603904037.471090,15
1603904037.493999,19
1603904037.507443,21
1603904037.521962,21
1603904037.536895,23
1603904037.549424,24
1603904037.561807,26
1603904037.576438,28
1603904037.588888,31
1603904037.605970,33
1603904037.618328,33
1603904037.634072,35
1603904037.646782,38
1603904037.660078,40
1603904037.673084,40
1603904037.689153,42
1603904037.705828,44
1603904037.731366,47
1603904037.743957,50
1603904037.756833,50
1603904037.769591,52
1603904037.781741,55
1603904037.793905,55
1603904037.812432,57
1603904037.825290,60
1603904037.837957,60
1603904037.850727,62
1603904037.862985,65
1603904037.876496,65
1603904037.888725,68
